Zone 2: Zone 2
Weight;FedEx First Overnight;FedEx Priority Overnight;FedEx Standard Overnight;FedEx 2Day A.M.;FedEx 2Day;FedEx Express Saver;Ground and Home Delivery
134;1784.88;1743.34;1169.82
135;1798.20;1756.35;1178.55
136;1811.52;1769.36;1187.28
137;1824.84;1782.37;1196.01
138;1838.16;1795.38;1204.74
139;1851.48;1808.39;1213.47
140;1864.80;1821.40;1222.20
141;1878.12;1834.41;1230.93
142;1891.44;1847.42;1239.66
143;1904.76;1860.43;1248.39
144;1918.08;1873.44;1257.12
145;1931.40;1886.45;1265.85
146;1944.72;1899.46;1274.58
147;1958.04;1912.47;1283.31
148;1971.36;1925.48;1292.04
149;1984.68;1938.49;1300.77
150;1998.00;1951.50;1309.50

Zone 12: Zone 12
Weight;"FedEx First Overnight";"FedEx Priority Overnight";FedEx 2Day
1;157.36;126.36;81.65
2;169.74;138.74;99.70
3;202.31;171.31;101.52
4;223.37;192.37;105.96
5;233.34;202.34;109.66
6;247.53;216.53;119.74
7;261.72;230.72;120.75
8;272.54;241.54;135.14
9;285.78;254.78;142.30
10;287.47;256.47;148.33
11;321.19;290.19;148.95
12;333.13;302.13;149.64
13;339.03;308.03;162.93
14;339.63;308.63;169.35
15;351.44;320.44;178.55
16;364.99;333.99;188.61
17;380.67;349.67;196.35
18;394.16;363.16;197.25
19;403.66;372.66;214.76
20;420.00;389.00;217.12
21;437.79;406.79;217.90
22;439.57;408.57;232.60
23;452.15;421.15;234.09
24;453.41;422.41;242.35
25;455.89;424.89;267.85
26;468.94;437.94;276.10
27;476.08;445.08;284.41
28;485.28;454.28;294.48
29;495.26;464.26;302.73
30;497.00;466.00;310.48
31;511.79;480.79;311.34
32;521.79;490.79;328.39
33;532.04;501.04;331.61
34;541.27;510.27;331.94
35;551.06;520.06;332.33
36;562.31;531.31;339.50
37;570.66;539.66;361.73
38;578.95;547.95;363.98
39;579.81;548.81;389.61
40;581.29;550.29;393.39
41;610.82;579.82;402.48
42;613.78;582.78;403.39
43;615.08;584.08;421.29
44;640.96;609.96;428.37
45;644.00;613.00;432.19
46;661.09;630.09;432.59
47;665.95;634.95;432.89
48;675.24;644.24;433.18
49;676.17;645.17;433.38
50;686.20;655.20;434.08
51;726.37;695.37;447.92
52;739.17;708.17;486.41
53;742.72;711.72;490.26
54;766.82;735.82;490.86
55;769.23;738.23;491.39
56;782.05;751.05;491.91
57;789.45;758.45;500.71
58;816.55;785.55;501.60
59;819.27;788.27;503.60
60;837.99;806.99;514.78
61;851.90;820.90;518.98
62;853.31;822.31;519.97
63;854.43;823.43;538.48
64;865.45;834.45;540.35
65;878.63;847.63;540.93
66;911.56;880.56;541.89
67;914.87;883.87;542.47
68;915.40;884.40;543.04
69;921.00;890.00;544.91
70;940.24;909.24;580.21
71;942.18;911.18;586.01
72;950.68;919.68;586.59
73;952.57;921.57;587.18
74;989.81;958.81;588.00
75;993.54;962.54;604.29
76;1003.14;972.14;613.73
77;1027.89;996.89;632.63
78;1069.00;1038.00;677.67
79;1073.14;1042.14;682.19
80;1074.17;1043.17;686.91
81;1075.52;1044.52;688.08
82;1076.72;1045.72;689.27
83;1077.92;1046.92;690.46
84;1079.56;1048.56;702.13
85;1092.08;1061.08;703.76
86;1120.01;1089.01;704.81
87;1123.99;1092.99;709.16
88;1146.34;1115.34;714.64
89;1148.58;1117.58;715.84
90;1149.38;1118.38;717.02
91;1150.18;1119.18;718.21
92;1150.98;1119.98;719.40
93;1160.76;1129.76;720.57
94;1161.89;1130.89;721.77
95;1164.94;1133.94;728.19
96;1225.46;1194.46;729.38
97;1231.53;1200.53;744.72
98;1232.84;1201.84;762.15
99;1250.10;1219.10;805.33
100;1359.00;1328.00;892.00
101;1372.59;1341.28;900.92
102;1386.18;1354.56;909.84
103;1399.77;1367.84;918.76
104;1413.36;1381.12;927.68
105;1426.95;1394.40;936.60
106;1440.54;1407.68;945.52
107;1454.13;1420.96;954.44
108;1467.72;1434.24;963.36
109;1481.31;1447.52;972.28
110;1494.90;1460.80;981.20
111;1508.49;1474.08;990.12
112;1522.08;1487.36;999.04
113;1535.67;1500.64;1007.96
114;1549.26;1513.92;1016.88
115;1562.85;1527.20;1025.80
116;1576.44;1540.48;1034.72
117;1590.03;1553.76;1043.64
118;1603.62;1567.04;1052.56
119;1617.21;1580.32;1061.48
120;1630.80;1593.60;1070.40
121;1644.39;1606.88;1079.32
122;1657.98;1620.16;1088.24
123;1671.57;1633.44;1097.16
124;1685.16;1646.72;1106.08
125;1698.75;1660.00;1115.00
126;1712.34;1673.28;1123.92
127;1725.93;1686.56;1132.84
128;1739.52;1699.84;1141.76
129;1753.11;1713.12;1150.68
130;1766.70;1726.40;1159.60
131;1780.29;1739.68;1168.52
132;1793.88;1752.96;1177.44
133;1807.47;1766.24;1186.36
134;1821.06;1779.52;1195.28
135;1834.65;1792.80;1204.20
136;1848.24;1806.08;1213.12
137;1861.83;1819.36;1222.04
138;1875.42;1832.64;1230.96
139;1889.01;1845.92;1239.88
140;1902.60;1859.20;1248.80
141;1916.19;1872.48;1257.72
142;1929.78;1885.76;1266.64
143;1943.37;1899.04;1275.56
144;1956.96;1912.32;1284.48
145;1970.55;1925.60;1293.40
146;1984.14;1938.88;1302.32
147;1997.73;1952.16;1311.24
148;2011.32;1965.44;1320.16
149;2024.91;1978.72;1329.08
150;2038.50;1992.00;1338.00

Zone 17: Zone 17
Weight;Ground and Home Delivery
1;40.84
2;45.42
3;49.36
4;54.20
5;58.75
6;63.40
7;67.69
8;70.34
9;75.29
10;80.00
11;84.88
12;88.52
13;92.19
14;96.01
15;99.54
16;103.99
17;108.43
18;112.91
19;117.37
20;121.29
21;124.07
22;127.95
23;131.81
24;136.14
25;140.35
26;144.79
27;148.81
28;152.81
29;156.57
30;160.32
31;160.33
32;160.88
33;164.25
34;167.94
35;172.10
36;175.77
37;179.80
38;184.10
39;188.07
40;192.09
41;195.41
42;199.10
43;203.16
44;206.07
45;210.04
46;214.08
47;218.18
48;221.93
49;225.72
50;229.51
51;235.50
52;235.98
53;239.55
54;242.94
55;246.21
56;249.53
57;252.97
58;256.28
59;260.17
60;264.23
61;267.49
62;271.88
63;276.34
64;280.94
65;285.53
66;289.94
67;294.35
68;298.58
69;302.92
70;309.29
71;314.05
72;318.72
73;323.39
74;326.51
75;330.20
76;334.27
77;337.03
78;338.84
79;338.90
80;342.44
81;345.30
82;347.03
83;350.81
84;354.86
85;358.99
86;362.76
87;366.85
88;370.90
89;374.78
90;378.56
91;382.61
92;386.26
93;390.02
94;393.70
95;397.53
96;401.16
97;404.99
98;408.58
99;412.41
100;416.24
101;416.25
102;416.26
103;416.27
104;416.31
105;420.02
106;423.91
107;427.82
108;431.73
109;435.42
110;439.09
111;444.10
112;449.11
113;453.00
114;456.94
115;460.83
116;463.72
117;467.40
118;471.09
119;477.91
120;481.83
121;485.05
122;493.76
123;493.77
124;497.43
125;501.59
126;504.70
127;508.80
128;512.94
129;517.08
130;531.25
131;531.26
132;536.03
133;539.25
134;539.27
135;543.35
136;547.48
137;562.18
138;565.17
139;565.18
140;565.19
141;566.64
142;576.09
143;579.99
144;583.97
145;583.98
146;586.69
147;600.67
148;600.68
149;601.96
150;606.09

Zone 22: Zone 22
Weight;Ground and Home Delivery
1;9.53
2;9.68
3;9.72
4;9.82
5;9.94
6;10.23
7;10.62
8;11.00
9;11.36
10;11.78
11;12.23
12;12.75
13;13.13
14;13.56
15;13.98
16;14.32
17;14.76
18;15.17
19;15.65
20;16.05
21;16.55
22;16.92
23;17.37
24;17.81
25;18.31
26;18.79
27;19.27
28;19.71
29;20.20
30;20.60
31;21.04
32;21.37
33;21.71
34;22.14
35;22.58
36;22.93
37;23.29
38;23.64
39;23.98
40;24.36
41;24.68
42;25.10
43;25.39
44;25.79
45;26.11
46;26.48
47;26.81
48;27.27
49;27.70
50;28.14
51;28.63
52;29.16
53;29.81
54;30.04
55;30.48
56;30.92
57;31.33
58;31.80
59;32.21
60;32.65
61;33.07
62;33.50
63;33.94
64;34.38
65;34.85
66;35.27
67;35.69
68;36.16
69;36.60
70;37.02
71;37.40
72;39.09
73;40.34
74;42.00
75;42.52
76;43.78
77;45.43
78;46.73
79;47.99
80;48.84
81;51.51
82;52.30
83;53.10
84;54.43
85;56.20
86;56.39
87;58.18
88;58.95
89;60.76
90;61.51
91;62.71
92;64.61
93;65.89
94;67.81
95;67.85
96;70.40
97;71.11
98;72.18
99;73.56
100;74.83
101;76.81
102;77.55
103;79.92
104;79.93
105;81.20
106;82.51
107;84.23
108;86.66
109;86.67
110;88.45
111;89.72
112;90.20
113;91.92
114;93.13
115;94.01
116;97.14
117;97.16
118;98.82
119;98.83
120;102.03
121;103.01
122;104.00
123;104.04
124;107.56
125;108.58
126;109.10
127;109.35
128;110.41
129;111.86
130;114.31
131;114.32
132;114.33
133;117.03
134;118.15
135;118.43
136;120.68
137;121.82
138;122.24
139;124.67
140;125.98
141;126.03
142;127.26
143;127.36
144;132.32
145;132.33
146;136.18
147;136.19
148;136.20
149;137.40
150;137.41

Zone 23: Zone 23
Weight;Ground and Home Delivery
1;14.22
2;16.50
3;18.05
4;20.32
5;23.12
6;26.04
7;28.85
8;31.69
9;34.51
10;37.32
11;40.44
12;43.18
13;45.75
14;48.10
15;50.53
16;52.78
17;55.31
18;57.88
19;60.38
20;62.81
21;65.01
22;67.14
23;69.25
24;71.32
25;73.61
26;75.87
27;78.06
28;80.31
29;82.60
30;84.84
31;87.12
32;89.19
33;91.25
34;93.26
35;95.07
36;96.70
37;98.33
38;99.92
39;101.63
40;103.27
41;104.97
42;106.57
43;108.16
44;109.87
45;111.50
46;113.16
47;114.86
48;116.45
49;118.10
50;119.78
51;121.84
52;123.19
53;124.58
54;125.88
55;127.29
56;128.49
57;129.65
58;130.82
59;132.08
60;133.24
61;134.48
62;135.72
63;136.93
64;138.05
65;139.22
66;140.22
67;141.31
68;142.27
69;143.37
70;144.47
71;145.46
72;146.57
73;147.58
74;148.79
75;150.14
76;151.52
77;152.84
78;154.37
79;155.90
80;157.38
81;158.87
82;160.23
83;161.59
84;162.97
85;164.32
86;165.81
87;167.30
88;168.81
89;170.18
90;171.56
91;172.91
92;174.24
93;175.64
94;176.98
95;178.49
96;179.95
97;181.50
98;183.00
99;184.32
100;185.70
101;187.10
102;188.41
103;189.92
104;191.44
105;192.92
106;194.31
107;195.65
108;197.01
109;198.30
110;199.90
111;201.39
112;202.87
113;204.19
114;205.61
115;206.96
116;209.76
117;209.77
118;211.30
119;212.82
120;214.27
121;215.84
122;217.33
123;218.80
124;220.30
125;221.80
126;223.40
127;224.85
128;226.38
129;226.39
130;229.35
131;230.87
132;232.40
133;233.86
134;235.38
135;236.91
136;238.46
137;241.43
138;242.92
139;242.94
140;245.88
141;245.91
142;247.44
143;248.95
144;249.54
145;251.90
146;253.44
147;254.95
148;258.00
149;258.01
150;259.50

Zone 25: Zone 25
Weight;Ground and Home Delivery
1;14.68
2;16.72
3;18.56
4;21.43
5;24.36
6;27.38
7;30.37
8;33.45
9;36.48
10;39.57
11;42.90
12;45.85
13;48.67
14;51.50
15;54.31
16;56.87
17;59.83
18;62.78
19;65.72
20;68.70
21;71.66
22;74.49
23;77.29
24;80.11
25;82.87
26;85.57
27;88.23
28;90.92
29;93.51
30;96.20
31;98.75
32;101.11
33;103.27
34;105.33
35;107.24
36;109.06
37;110.78
38;112.60
39;114.33
40;116.30
41;118.33
42;120.42
43;122.56
44;124.57
45;126.65
46;128.69
47;130.78
48;132.87
49;134.74
50;136.52
51;138.94
52;140.69
53;142.52
54;144.26
55;146.12
56;147.72
57;149.17
58;150.69
59;152.16
60;153.66
61;155.01
62;156.31
63;157.69
64;158.96
65;160.35
66;161.67
67;162.99
68;164.36
69;165.68
70;166.99
71;168.31
72;169.64
73;171.01
74;172.31
75;173.71
76;175.01
77;176.41
78;177.67
79;179.08
80;180.34
81;181.73
82;183.03
83;184.44
84;185.75
85;187.10
86;188.36
87;189.77
88;191.01
89;192.38
90;193.72
91;195.07
92;196.41
93;197.74
94;199.09
95;200.36
96;201.70
97;203.07
98;204.45
99;205.76
100;207.08
101;208.46
102;209.75
103;211.14
104;212.45
105;213.80
106;215.13
107;216.40
108;217.76
109;219.10
110;220.46
111;221.74
112;223.19
113;224.77
114;226.22
115;227.67
116;229.24
117;230.72
118;232.13
119;233.55
120;234.89
121;236.20
122;237.49
123;238.86
124;240.17
125;241.55
126;242.82
127;244.21
128;245.70
129;247.13
130;248.61
131;251.63
132;251.64
133;253.10
134;254.60
135;255.94
136;257.29
137;258.62
138;259.92
139;261.21
140;262.61
141;263.90
142;265.30
143;266.61
144;268.10
145;271.06
146;271.07
147;272.57
148;274.00
149;275.54
150;277.00

Zone 14: Zone 14
Weight;Ground and Home Delivery
1;9.30
2;9.44
3;9.46
4;9.52
5;9.65
6;9.66
7;9.75
8;9.90
9;10.09
10;10.22
11;10.51
12;10.70
13;10.80
14;10.92
15;11.03
16;11.13
17;11.24
18;11.37
19;11.51
20;11.61
21;11.75
22;11.76
23;11.94
24;11.95
25;12.08
26;12.21
27;12.38
28;12.43
29;12.57
30;12.62
31;12.79
32;12.88
33;12.97
34;13.16
35;13.27
36;13.48
37;13.51
38;13.66
39;13.74
40;13.86
41;14.02
42;14.30
43;14.45
44;14.66
45;14.81
46;14.94
47;15.17
48;15.40
49;15.68
50;16.13
51;16.36
52;16.73
53;16.89
54;17.23
55;17.55
56;18.04
57;18.15
58;18.47
59;18.82
60;19.22
61;19.54
62;19.70
63;19.93
64;20.25
65;20.81
66;21.02
67;21.18
68;21.97
69;21.98
70;22.48
71;22.77
72;24.27
73;24.53
74;26.28
75;27.75
76;28.75
77;29.94
78;31.17
79;32.42
80;33.95
81;34.52
82;36.81
83;38.06
84;38.19
85;39.80
86;40.99
87;41.85
88;43.45
89;43.87
90;46.78
91;47.21
92;48.84
93;49.17
94;50.85
95;52.09
96;52.78
97;55.05
98;56.28
99;56.99
100;58.24
101;58.89
102;60.67
103;61.91
104;64.34
105;64.97
106;64.98
107;66.79
108;67.42
109;68.65
110;69.87
111;71.04
112;72.98
113;73.47
114;74.18
115;75.87
116;77.15
117;77.63
118;80.35
119;80.36
120;82.85
121;82.86
122;85.31
123;85.32
124;86.02
125;88.12
126;89.32
127;91.37
128;92.64
129;92.65
130;96.90
131;96.91
132;97.22
133;97.23
134;98.14
135;99.33
136;101.47
137;101.74
138;102.94
139;104.14
140;105.38
141;107.57
142;107.74
143;110.03
144;112.27
145;112.29
146;112.59
147;113.79
148;114.95
149;117.38
150;118.50

Zone 92: Zone 92
Weight;Ground and Home Delivery
1;14.22
2;16.50
3;18.05
4;20.32
5;23.12
6;26.04
7;28.85
8;31.69
9;34.51
10;37.32
11;40.44
12;43.18
13;45.75
14;48.10
15;50.53
16;52.78
17;55.31
18;57.88
19;60.38
20;62.81
21;65.01
22;67.14
23;69.25
24;71.32
25;73.61
26;75.87
27;78.06
28;80.31
29;82.60
30;84.84
31;87.12
32;89.19
33;91.25
34;93.26
35;95.07
36;96.70
37;98.33
38;99.92
39;101.63
40;103.27
41;104.97
42;106.57
43;108.16
44;109.87
45;111.50
46;113.16
47;114.86
48;116.45
49;118.10
50;119.78
51;121.84
52;123.19
53;124.58
54;125.88
55;127.29
56;128.49
57;129.65
58;130.82
59;132.08
60;133.24
61;134.48
62;135.72
63;136.93
64;138.05
65;139.22
66;140.22
67;141.31
68;142.27
69;143.37
70;144.47
71;145.46
72;146.57
73;147.58
74;148.79
75;150.14
76;151.52
77;152.84
78;154.37
79;155.90
80;157.38
81;158.87
82;160.23
83;161.59
84;162.97
85;164.32
86;165.81
87;167.30
88;168.81
89;170.18
90;171.56
91;172.91
92;174.24
93;175.64
94;176.98
95;178.49
96;179.95
97;181.50
98;183.00
99;184.32
100;185.70
101;187.10
102;188.41
103;189.92
104;191.44
105;192.92
106;194.31
107;195.65
108;197.01
109;198.30
110;199.90
111;201.39
112;202.87
113;204.19
114;205.61
115;206.96
116;209.76
117;209.77
118;211.30
119;212.82
120;214.27
121;215.84
122;217.33
123;218.80
124;220.30
125;221.80
126;223.40
127;224.85
128;226.38
129;226.39
130;229.35
131;230.87
132;232.40
133;233.86
134;235.38
135;236.91
136;238.46
137;241.43
138;242.92
139;242.94
140;245.88
141;245.91
142;247.44
143;248.95
144;249.54
145;251.90
146;253.44
147;254.95
148;258.00
149;258.01
150;259.50

Zone 96: Zone 96
Weight;Ground and Home Delivery
1;14.68
2;16.72
3;18.56
4;21.43
5;24.36
6;27.38
7;30.37
8;33.45
9;36.48
10;39.57
11;42.90
12;45.85
13;48.67
14;51.50
15;54.31
16;56.87
17;59.83
18;62.78
19;65.72
20;68.70
21;71.66
22;74.49
23;77.29
24;80.11
25;82.87
26;85.57
27;88.23
28;90.92
29;93.51
30;96.20
31;98.75
32;101.11
33;103.27
34;105.33
35;107.24
36;109.06
37;110.78
38;112.60
39;114.33
40;116.30
41;118.33
42;120.42
43;122.56
44;124.57
45;126.65
46;128.69
47;130.78
48;132.87
49;134.74
50;136.52
51;138.94
52;140.69
53;142.52
54;144.26
55;146.12
56;147.72
57;149.17
58;150.69
59;152.16
60;153.66
61;155.01
62;156.31
63;157.69
64;158.96
65;160.35
66;161.67
67;162.99
68;164.36
69;165.68
70;166.99
71;168.31
72;169.64
73;171.01
74;172.31
75;173.71
76;175.01
77;176.41
78;177.67
79;179.08
80;180.34
81;181.73
82;183.03
83;184.44
84;185.75
85;187.10
86;188.36
87;189.77
88;191.01
89;192.38
90;193.72
91;195.07
92;196.41
93;197.74
94;199.09
95;200.36
96;201.70
97;203.07
98;204.45
99;205.76
100;207.08
101;208.46
102;209.75
103;211.14
104;212.45
105;213.80
106;215.13
107;216.40
108;217.76
109;219.10
110;220.46
111;221.74
112;223.19
113;224.77
114;226.22
115;227.67
116;229.24
117;230.72
118;232.13
119;233.55
120;234.89
121;236.20
122;237.49
123;238.86
124;240.17
125;241.55
126;242.82
127;244.21
128;245.70
129;247.13
130;248.61
131;251.63
132;251.64
133;253.10
134;254.60
135;255.94
136;257.29
137;258.62
138;259.92
139;261.21
140;262.61
141;263.90
142;265.30
143;266.61
144;268.10
145;271.06
146;271.07
147;272.57
148;274.00
149;275.54
150;277.00
